Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
19650615,20.99,31.3,26.21,524.65,1095.27,694.29
19650616,21.09,31.41,26.41,526.62,1098.92,700.86
19650617,21.45,31.87,26.87,528.75,1110.78,705.68
19650618,21.64,32.08,27.06,529.54,1118.54,710.51
19650621,21.49,31.95,26.91,527.54,1112.8,708.35
19650622,21.37,31.81,26.72,525.6,1109.62,705.39
19650623,21.4,31.88,26.79,525.07,1112.87,706.32
19650624,21.21,31.72,26.6,522.25,1105.57,701.75
19650625,20.8,31.11,25.94,515.04,1093.13,690.01
19650628,20.62,30.79,25.67,513.52,1087.04,682.88
19650629,19.89,29.9,24.66,505.37,1067.54,670.84
19650630,19.94,29.92,24.81,510.07,1076.12,678.58
19650701,20,28.85,23.36,707.25,882.18,784.18
19650702,20.19,29.04,23.52,711.41,885.85,787.02
19650706,20.36,29.26,23.78,716.28,893.47,793.32
19650707,20.3,29.28,23.78,715.64,892.8,789.09
19650708,20.19,29.19,23.67,714.25,889.74,785.96
19650709,20.38,29.37,23.85,718.79,895.4,797.1
19650712,20.57,29.59,24.07,721.91,898.09,800.76
19650713,20.6,29.7,24.04,721.34,898.31,801.08
19650714,20.53,29.57,23.94,719.87,898.75,798.8
19650715,20.61,29.68,24.05,721.25,901.03,802.21
19650716,20.63,29.74,24.11,720.31,899.77,801.72
19650719,20.6,29.76,24.13,720.1,898.59,803.33
19650720,20.6,29.77,24.13,720.57,898.03,801.41
19650721,20.34,29.36,23.72,712.9,888.04,788.31
19650722,20.26,29.17,23.52,708.42,884.29,782.43
19650723,20.3,29.15,23.51,705.93,882.53,780.82
19650726,20.35,29.16,23.59,707.62,884.25,784.07
19650727,20.34,29.12,23.65,707.57,883.47,785.24
19650728,20.32,29.04,23.61,705.64,882.31,783.07
19650729,20.39,29.08,23.62,707.99,882.07,785.43
19650730,20.53,29.34,23.86,714.4,887,792.36
19650802,20.66,29.54,24.09,717.59,893.59,797.98
19650803,20.7,29.55,24.16,717.66,896.35,799.1
19650804,20.71,29.55,24.15,718.78,896.29,800.25
19650805,20.94,29.66,24.34,722.55,898.61,803.21
19650806,21,29.71,24.4,722.39,899.09,801.52
19650809,21.06,29.81,24.49,726.16,901.52,804.89
19650810,21.11,29.92,24.5,724.83,898.54,804.87
19650811,21.24,29.92,24.6,725.23,898.87,803.96
19650812,21.47,30.1,24.79,726.71,901.76,807.09
19650813,21.48,30.23,24.99,728.17,903.21,811.7
19650816,21.59,30.36,25.1,728.87,906.6,818.34
19650817,21.61,30.38,25.11,728.15,908.24,820.4
19650818,21.65,30.39,25.13,729.14,910.48,820.98
19650819,21.68,30.44,25.13,729.18,909.96,821.99
19650820,21.5,30.31,24.98,727.37,909.43,818.4
19650823,21.49,30.4,25,725.94,908.49,818.47
19650824,21.46,30.38,25.01,723.49,907.22,818.82
19650825,21.53,30.46,25.09,724.48,907.81,822.24
19650826,21.7,30.49,25.14,725.63,909.61,821.67
19650827,21.75,30.64,25.21,728.88,913.19,824.05
19650830,21.79,30.7,25.3,728.62,912.76,825.66
19650831,21.83,30.77,25.43,730.74,911.51,826.81
19650901,21.83,30.82,25.49,730.25,910.29,827.3
19650902,21.83,30.82,25.51,730.39,910.69,827.88
19650903,21.95,31,25.68,734.78,915.09,833.09
19650907,22.09,31.13,25.84,740.29,918.13,837.52
19650908,22.15,31.13,25.9,742.38,920.5,842.45
19650909,22.26,31.21,25.97,745.35,925.51,840.77
19650910,22.29,31.24,26.08,745.95,929.61,841.07
19650913,22.34,31.37,26.18,749.56,931.3,843.45
19650914,22.37,31.53,26.27,752.42,933.72,845.59
19650915,22.14,31.4,26.06,749.26,930.66,840.77
19650916,22.34,31.55,26.17,750.87,935.61,846.35
19650917,22.47,31.64,26.3,756.93,938.52,852.58
19650920,22.48,31.65,26.41,755.5,938.79,853.83
19650921,22.54,31.82,26.49,757.54,937.8,855.03
19650922,22.47,31.8,26.4,755.28,934.96,852.44
19650923,22.74,32,26.62,759.17,939.11,856.68
19650924,22.5,31.78,26.46,755.15,937.53,851.84
19650927,22.62,31.94,26.54,756.74,937.71,856.35
19650928,22.79,32.11,26.68,764.52,942.72,860.04
19650929,22.88,31.99,26.64,763.9,940.05,857.2
19650930,22.83,31.88,26.45,759.37,937.15,851.54
19651001,22.75,31.9,26.49,758.11,937,851.61
19651004,22.77,32,26.52,758.04,936.73,849.84
19651005,22.89,32.21,26.75,758.34,938.57,853.41
19651006,23,32.48,26.95,762.99,944.28,858.21
19651007,22.92,32.42,26.95,762,944,857.65
19651008,22.98,32.46,27.03,760.96,944.07,855.81
19651011,23.33,32.8,27.33,763.2,946.42,862.44
19651012,23.58,33.01,27.58,767.03,949.97,870.61
19651013,23.58,33.22,27.69,765.85,949.72,869.34
19651014,23.61,33.44,27.78,766.96,949.02,869.3
19651015,23.71,33.49,27.81,763.28,948.61,867.41
19651018,23.92,33.49,28.01,766.6,948.81,870.9
19651019,24.12,33.68,28.16,767.71,951.84,873.93
19651020,24.1,33.65,28.18,768.65,954.14,874.36
19651021,24.2,33.79,28.19,768.7,954.02,873.95
19651022,24.29,33.93,28.39,769.36,956.05,874.41
19651025,24.22,33.83,28.39,769.91,957.78,870.63
19651026,24,33.65,28.1,765.27,955.49,866.99
19651027,24.16,33.8,28.2,770.3,960.22,871.31
19651028,24.24,33.9,28.37,774.09,961.29,877.2
19651029,24.17,33.79,28.28,774.17,956.22,875.86
19651101,24.19,33.86,28.39,775.85,958.6,878.27
19651103,24.13,33.91,28.24,773.78,957.24,877.18
19651104,24.18,34.12,28.36,777.19,955.59,878.97
19651105,24.31,34.25,28.41,778.17,956.49,883.49
19651108,24.38,34.27,28.54,777.33,954.52,884.97
19651109,24.4,34.25,28.44,774.24,949.6,885.01
19651110,24.33,34.23,28.47,770.54,946.53,883.97
19651111,24.34,34.22,28.55,771.59,943.89,884.7
19651112,24.48,34.35,28.65,772.78,947.45,886.6
19651115,24.8,34.57,28.84,775.15,952.47,890.78
19651116,25.02,34.72,28.99,773.44,953.83,893.86
19651117,25.05,34.84,29.07,772.77,949.4,895.96
19651118,24.96,34.62,29.09,771.73,953.61,896.31
19651119,25.01,34.68,29.21,768.32,949.64,894.01
19651122,25.12,34.84,29.31,767.79,949.46,895.58
19651123,25.03,34.73,29.19,763.57,944.43,889.27
19651124,25.15,34.84,29.3,765.57,944.71,891.4
19651126,25.25,34.97,29.48,765.28,945.73,894.38
19651129,25.57,35.16,29.73,767,944.37,898.95
19651130,25.82,35.18,29.93,765.88,941.97,897.06
19651201,25.92,35.32,29.74,764.46,941.5,893.3
19651202,25.98,35.36,29.93,763.64,941.32,891.25
19651203,25.93,35.36,30.05,761.32,938.47,888.47
19651206,26,35.39,30.13,760.44,939.7,889.79
19651207,25.71,34.98,29.77,755.37,932.78,882.99
19651208,26.15,35.66,30.26,763.14,939.93,891.85
19651209,26.16,35.78,30.36,761.08,938.68,892.49
19651210,26.45,35.97,30.49,761.89,941.57,896.6
19651213,26.54,36.16,30.64,763.53,942.83,900.98
19651214,26.74,36.26,30.8,763.5,942.77,904.16
19651215,26.91,36.3,30.77,765.91,942.8,903.4
19651216,26.93,36.4,30.95,769.23,944.99,900.95
19651217,27.02,36.57,31.18,769.1,944.77,905.12
19651220,27.15,36.71,31.26,767.26,945.39,905.54
19651221,26.8,36.65,31,764.22,940.1,900.9
19651222,26.84,36.91,31.16,767.22,944.83,900.9
19651223,26.62,36.73,30.94,768.17,949.19,901.73
19651227,26.48,36.57,30.82,767.29,949.34,898.08
19651228,26.27,36.28,30.61,764.18,942.54,891.5
19651229,26.15,36.2,30.52,763.31,942.42,892.25
19651230,26.32,36.37,30.76,767.32,944.17,894.17
19651231,26.45,36.55,30.94,770.44,948.38,896.34
19660103,26.81,37.28,31.91,773.64,960.21,910.88
19660104,26.92,37.46,32.03,771.01,959.52,904.28
19660105,27.04,37.54,32.19,768.96,962.59,902.61
19660106,27.17,37.78,32.35,773.74,968.44,906.96
19660107,27.12,37.96,32.29,775.41,971.04,907.53
19660110,27.15,38.11,32.37,775.87,972.19,908.55
19660111,27.39,38.37,32.54,777.08,973.25,910.59
19660112,27.49,38.42,32.66,777.28,971.72,914.56
19660113,27.51,38.39,32.74,776.97,968.6,914.2
19660114,27.77,38.71,33,777.12,970.8,915.72
19660117,27.87,38.75,33.13,779.52,971.73,917.02
19660118,28.09,39.19,33.3,781.03,976.74,916.96
19660119,28.16,39.4,33.43,783.37,980.18,914.88
19660120,28.16,39.25,33.32,781.37,978.11,911.59
19660121,28.16,39.27,33.42,778.74,973.59,911.45
19660124,28.22,39.33,33.53,778.71,972.89,916.99
19660125,28.45,39.63,33.61,779.6,975.34,920.67
19660126,28.65,39.76,33.65,780.44,974.55,926.97
19660127,28.69,39.59,33.79,779.42,972.46,925.92
19660128,28.75,39.66,33.84,778.48,971.5,926.74
19660131,28.74,39.71,33.8,775.44,967.42,924.92
19660201,28.59,39.44,34.36,775.42,962.35,921.32
19660202,28.04,38.79,33.74,766.46,958.76,911
19660203,28.3,39.17,33.97,771.45,960.58,915.55
19660204,28.32,39.09,34.01,769.61,961.79,919.12
19660207,28.53,39.27,34.25,771.79,970.04,923.41
19660208,28.63,39.61,34.54,772.12,973.1,927.67
19660209,28.55,39.58,34.41,770.14,971.45,932.08
19660210,28.87,39.98,34.89,772.46,974.31,941.96
19660211,29,39.94,34.98,771.95,969.84,943.64
19660214,29.05,40.13,35.25,770.54,967.85,947.15
19660215,29.13,40.25,35.34,768.95,965.39,945.85
19660216,29.02,40.13,35.27,766.76,961.1,938.75
19660217,29.25,40.06,35.4,765.48,960.68,941.53
19660218,29.15,39.9,35.25,761.37,957.31,934.06
19660221,29.27,40.13,35.33,760.68,954.63,930.66
19660223,29.25,40.03,35.19,754.51,949.61,925.41
19660224,29.19,39.84,35.11,751.77,945.86,921.21
19660225,29.18,39.69,34.95,745.68,940.69,915.67
19660228,29.46,39.92,35.34,746.59,941.21,923.16
19660301,30.04,40.59,35.65,747.41,941.37,924.68
19660302,29.49,39.98,35.11,739.15,930.87,909
19660303,29.17,39.41,34.63,732.32,922.7,897.44
19660304,29.59,39.7,35,735.7,924.59,901.41
19660307,29.56,39.62,34.93,734.15,922.22,898.66
19660308,29,39.01,34.23,725.73,912.42,882.99
19660309,28.92,38.78,34.02,728.47,912.44,883.88
19660310,29.31,39.13,34.53,733.24,919.37,895.18
19660311,29.03,39,34.45,735.23,919.13,894.68
19660314,29.13,39.11,34.63,736.84,917.71,892.73
19660315,28.61,38.47,34.07,727.86,909.26,882.26
19660316,28.01,37.64,33.28,723.56,904.25,877.39
19660317,28.14,37.93,33.5,728.32,908.57,883.65
19660318,28.28,38.07,33.62,730.49,910.3,888.92
19660321,28.57,38.39,33.92,732.39,913.3,895.18
19660322,29.14,39.02,34.47,740.07,918.18,903.56
19660323,29.17,39.11,34.73,741.5,921.44,905.15
19660324,29.18,39.06,34.75,737.37,917.65,905.1
19660325,29.34,39.2,34.87,739.73,917.19,909.68
19660328,29.52,39.34,35.14,738.69,919.26,917.32
19660329,29.85,39.52,35.46,740.37,918.86,919.47
19660330,29.56,39.28,35.26,738.45,915.8,915.01
19660331,29.33,39.01,34.87,732.26,908.36,906.42
19660401,29.48,39.05,34.98,735.53,912.77,914.76
19660404,29.75,39.26,35.2,741.21,919.51,922.55
19660405,30.15,39.63,35.64,744.19,929.49,929.97
19660406,30.55,40,35.88,745.76,935.55,936.1
19660407,30.65,40.18,35.96,746.55,937.62,940.24
19660411,31.03,40.33,36.3,748.09,936.92,947.56
19660412,31.47,40.43,36.83,745.53,935.52,954.62
19660413,31.42,40.19,36.83,744.58,932.65,950.53
19660414,31.64,40.15,37.1,745.95,931.83,953.38
19660415,31.59,40.25,37.26,747.99,933.6,959.64
19660418,31.6,40.31,37.48,748.86,936.44,956.88
19660419,31.45,40.12,37.23,745.43,933.28,950.85
19660420,31.92,40.35,37.3,746.29,931.94,951.11
19660421,32,40.75,37.71,752.37,937.04,953.68
19660422,32.06,40.85,37.85,755.53,940.7,957.02
19660425,31.87,40.86,37.58,754.26,939.26,954.58
19660426,31.87,40.79,37.49,753.63,938.3,950.58
19660427,31.81,40.76,37.49,752.31,935.27,954.3
19660428,31.61,40.48,37.36,752.11,931.33,953.94
19660429,31.39,40.09,37,748.17,926.5,946.71
19660502,31.5,40.1,37.3,745.09,926.58,947.56
19660503,31.28,40.2,37.28,743.98,926.01,946.53
19660504,30.62,39.58,36.58,736.32,915.67,935.45
19660505,30.47,39.37,36.22,731.76,913.12,928.42
19660506,29.43,38.24,35.08,721.51,900.19,908.74
19660509,29.13,37.96,34.57,722.8,899.06,904.81
19660510,28.42,37.12,33.78,712.83,884.63,886.03
19660511,28.76,37.37,34.25,717.75,890.44,896.84
19660512,28.76,37.39,34.29,718.34,891.42,901.55
19660513,28.1,36.67,33.52,711.1,881.82,888.44
19660516,27.51,36.09,32.97,704.18,875.58,878.91
19660517,26.63,35.21,32.02,694.79,863.96,867.41
19660518,25.97,34.47,31.29,687.61,858.67,858.47
19660519,26.93,35.41,32.22,699.24,869.41,882.17
19660520,26.77,35.26,32.28,696,867.89,885.48
19660523,27.11,35.55,32.57,701.29,869.57,892.21
19660524,27.48,35.92,33.16,702.04,877.65,903.47
19660525,27.87,36.34,33.61,707.85,882.42,910.1
19660526,28.11,36.5,33.91,709.59,885.48,914.56
19660527,28.02,36.36,33.78,709.49,884.74,915.17
19660531,28.22,36.57,34.02,711.02,885.93,921.07
19660601,27.72,36.27,33.55,704.12,875.33,906.18
19660602,27.8,36.16,33.49,704.63,875.6,905.72
19660603,27.8,36.25,33.66,704.95,874.28,905.36
19660606,27.89,36.25,33.72,705.45,875.67,905.67
19660607,27.59,35.9,33.3,701.7,871,895.43
19660608,27.32,35.58,32.89,698.27,864.44,888.53
19660609,27.48,35.76,32.99,698.92,863.93,893.67
19660610,27.86,36.11,33.38,702.33,866.62,907.38
19660613,28.48,36.6,33.99,709.33,875.57,916.97
19660614,28.71,36.75,34.38,713.76,881.36,917.01
19660615,28.89,36.96,34.57,719.2,881.61,922.74
19660616,28.85,36.96,34.59,718.65,877.49,916.6
19660617,28.9,37.09,34.64,717.49,873.31,916.46
19660620,28.88,37.1,34.7,717.92,871.66,919.96
19660621,28.86,37.12,34.79,716.5,870.58,922.33
19660622,29.17,37.35,34.91,717.94,873.21,927.4
19660623,29.38,37.52,35.06,719.56,873.96,930.03
19660624,29.08,37.27,34.86,718.18,872.13,922.65
19660627,28.99,37.38,34.88,719.37,873.7,919.66
19660628,28.66,37.14,34.51,715.45,871.33,908.68
19660629,28.54,37,34.37,709.64,867.66,905.82
19660630,28.09,36.46,33.82,703.27,861.25,894.07
19660701,25.88,34.67,27.75,548.15,1083.48,632.81
19660705,26.08,35.1,28.07,553.31,1095.95,637.83
19660706,26.12,35.25,28.01,554.94,1099.12,636.58
19660707,26.43,35.48,28.49,560.52,1114.55,648.02
19660708,26.48,35.62,28.6,562.57,1120.49,648.51
19660711,26.55,35.75,28.68,563.71,1121.27,650.75
19660712,26.5,35.78,28.69,563.67,1117.66,651.45
19660713,26.44,35.72,28.53,562.51,1113.24,645.28
19660714,26.37,35.62,28.33,561.28,1104.69,641.15
19660715,26.46,35.73,28.52,563.31,1112.19,644.9
19660718,26.52,35.93,28.66,565.44,1115.14,646.92
19660719,26.5,35.78,28.61,565.75,1113.96,645.41
19660720,26.35,35.49,28.34,561.46,1106.83,639.25
19660721,26.17,35.39,28.13,558.3,1097.25,630.38
19660722,26.13,35.26,28.08,557.98,1097.9,629.84
19660725,26.19,35.31,28.09,555.97,1096.99,629.55
19660726,25.6,34.53,27.27,547.26,1078.35,613.48
19660727,25.4,34.18,27.04,544.68,1076.57,613.35
19660728,25.52,34.34,27.24,547.15,1080.77,617.22
19660729,25.44,34.28,27.18,546.54,1076.74,614.47
19660801,25.41,34.21,27.15,546.44,1075.09,611.08
19660802,25.02,33.68,26.61,539.64,1058.55,600.9
19660803,24.93,33.54,26.62,539.06,1058.24,602.56
19660804,25.14,33.87,27,542.82,1066.74,612.19
19660805,25.26,34.11,27.16,546.97,1078.15,617.52
19660808,25.27,34.21,27.23,547.65,1078.16,619.31
19660809,25.18,34.06,27.17,545.43,1074.22,620.65
19660810,25.13,34.09,27.24,544.57,1070.22,619.57
19660811,24.98,33.97,27.13,544,1066.5,614.51
19660812,24.97,33.96,27.21,541.22,1066.14,616.27
19660815,25.06,34.03,27.42,542.54,1067.3,619.07
19660816,25.07,33.98,27.34,539.16,1062.26,615.73
19660817,24.79,33.59,26.9,533.31,1049.02,605.61
19660818,24.56,33.22,26.63,531.65,1042.02,602.67
19660819,24.25,32.82,26.29,524.52,1029.3,594.99
19660822,24.08,32.47,25.9,519.51,1023.7,589.88
19660823,23.62,31.77,25.3,513.26,1003.65,578.93
19660824,23.6,31.71,25.36,510.31,1002.32,579.97
19660825,23.78,32.09,25.71,515.79,1012.83,588.91
19660826,23.58,31.68,25.31,510.3,1002.03,578.4
19660829,22.97,30.96,24.46,501.1,982.02,561.48
19660830,22.22,30.02,23.3,489.33,958.12,544.39
19660831,22.32,30.19,23.71,495.06,973.7,557.52
19660901,22.68,30.77,24.15,505.21,991.82,561.67
19660902,22.82,30.85,24.22,509.34,1001.88,562.08
19660906,22.76,30.8,24.16,511.28,998.65,556.8
19660907,22.69,30.7,24.04,508.94,993.23,552.87
19660908,22.41,30.33,23.64,506.09,985.88,545.14
19660909,22.34,30.22,23.54,505.32,979.58,545.9
19660912,22.43,30.31,23.67,506.94,981.92,548.47
19660913,22.78,30.8,24.21,515.35,1003.4,562.67
19660914,22.95,30.99,24.48,516.94,1012.44,561.97
19660915,23.01,31.1,24.61,519.75,1022.37,570.11
19660916,23.13,31.23,24.78,523.79,1036.81,573.57
19660919,23.15,31.33,24.84,524.61,1035.62,573.02
19660920,23.1,31.24,24.79,522.73,1029.57,570.75
19660921,23.05,31.16,24.66,517.34,1023.21,566.73
19660922,22.67,30.75,24.18,509.72,1006.55,554.23
19660923,22.67,30.68,24.15,511.37,1009.31,555.76
19660926,22.66,30.65,24.09,507.8,1008.46,552.91
19660927,22.65,30.67,24.09,508.55,1010.99,555.16
19660928,22.65,30.75,24.14,511.93,1013.36,555.64
19660929,22.49,30.52,23.91,507.5,1002.2,545.89
19660930,22.25,30.15,23.52,504.15,992.27,538.13
19661003,22.29,30.25,23.51,506.36,995.68,539.69
19661004,21.9,29.63,22.82,498.04,974.8,524.56
19661005,21.68,29.36,22.51,498.97,976.71,526.31
19661006,21.47,29.16,22.18,496.7,973.52,519.9
19661007,21.19,28.67,21.64,494.27,965.67,511.91
19661010,20.91,28.24,21.1,491.68,953.55,503.61
19661011,20.96,28.32,21.42,497.86,971.14,515.19
19661012,21.1,28.53,21.51,500.32,977.16,515.76
19661013,21.44,28.89,21.98,511.85,1006.45,529.07
19661014,21.54,29.08,22.13,511.73,1004.7,530.02
19661017,21.53,29.12,22.12,512.71,998.57,529.35
19661018,21.61,29.23,22.27,518.05,1011.5,534.44
19661019,21.82,29.6,22.62,526.47,1026.46,546.54
19661020,21.76,29.58,22.47,523.54,1018.16,541.83
19661021,21.72,29.49,22.36,523.88,1016.55,536.71
19661024,21.68,29.41,22.31,524.63,1021.98,538.12
19661025,21.62,29.47,22.19,528.93,1024.64,537.21
19661026,21.62,29.53,22.1,531.45,1032.87,538.33
19661027,21.86,29.74,22.35,536.49,1040.13,544.07
19661028,21.98,29.98,22.46,541.85,1048.7,547.24
19661031,22.07,30.15,22.59,541.51,1049.12,546.51
19661101,22.11,30.14,22.59,540.16,1049.21,546.77
19661102,22.25,30.31,22.81,542.81,1055.71,554.68
19661103,22.29,30.32,22.89,541.7,1059.29,554.84
19661104,22.26,30.28,22.9,540.51,1053.36,555.85
19661107,22.33,30.3,22.92,539.57,1056.4,560.91
19661109,22.25,30.33,22.97,538.19,1055.79,561.94
19661110,22.38,30.49,23.29,541.14,1064.41,567.49
19661111,22.56,30.78,23.59,545.47,1070.69,571.6
19661114,22.73,30.95,23.83,546.58,1069.92,572.84
19661115,22.66,30.93,23.8,543.17,1061.78,570.01
19661116,22.68,31.03,24,544.25,1064.62,574.66
19661117,22.92,31.46,24.33,548.19,1072.25,581.03
19661118,22.9,31.41,24.18,545.15,1066.03,575.29
19661121,22.79,31.31,24.14,543.25,1058.89,571.47
19661122,22.43,30.92,23.76,535.21,1044.15,563.82
19661123,22.27,30.74,23.57,530.3,1037.58,564.63
19661125,22.42,30.9,23.87,531.49,1046.25,569.13
19661128,22.56,31.14,24.08,532.04,1054.37,576.9
19661129,22.56,31.11,24.07,530.1,1052.76,577.83
19661130,22.5,31.06,24.09,528.11,1049.14,576.42
19661201,22.48,31.07,24.19,527.13,1049.41,579.67
19661202,22.51,31.03,24.19,526.48,1044.37,577.04
19661205,22.53,31.06,24.24,526.5,1044.77,577.18
19661206,22.56,30.98,24.27,525.84,1045.29,579.72
19661207,22.54,31.09,24.47,529.22,1052.57,584.03
19661208,22.61,31.35,24.77,532.98,1066.09,588.22
19661209,22.75,31.4,24.87,533.74,1070.35,591.77
19661212,22.84,31.57,25.04,534.77,1072.77,593.26
19661213,22.96,31.92,25.39,538.63,1084.7,599.58
19661214,22.88,31.87,25.35,537.02,1082.57,596.5
19661215,22.98,32.01,25.55,536.19,1081.28,598.04
19661216,22.87,31.87,25.31,534.37,1067.85,589.61
19661219,22.96,31.89,25.46,534.48,1068.07,589.2
19661220,22.9,31.75,25.49,533.4,1066.32,585.76
19661221,22.79,31.56,25.32,531.12,1064.1,581.4
19661222,22.89,31.84,25.54,533.62,1068.73,584.75
19661223,23,31.97,25.73,537.24,1071.8,586.38
19661227,23.1,31.95,25.74,536.95,1068.56,583.4
19661228,23.02,31.8,25.6,534.7,1062.14,579.93
19661229,22.89,31.57,25.32,533.22,1058.59,575.08
19661230,22.7,31.41,25.05,532.5,1054.94,572.4
19670103,22.89,31.8,25.81,533.26,1064.31,583.41
19670104,23.2,32.17,26.09,534.6,1062.86,583.43
19670105,23.3,32.19,26.14,536.42,1063.21,586.12
19670106,23.75,32.74,26.67,542.53,1076.33,593.98
19670109,24.19,33.12,27.02,546.83,1083.06,598.23
19670110,24.53,33.59,27.4,549.17,1091.83,604.74
19670111,24.63,33.73,27.49,550.56,1091.66,602.8
19670112,24.91,34.05,27.83,555.55,1098.81,609.49
19670113,25.1,34.44,28.06,558.44,1104.79,612.93
19670116,25.23,34.88,28.3,560.21,1112.93,617.74
19670117,25.3,34.88,28.37,559.37,1108.47,619.28
19670118,25.49,35.22,28.8,562.71,1120.67,629.32
19670119,25.57,35.35,28.86,565.44,1128.93,630.57
19670120,25.65,35.46,29.04,565.53,1129.95,629.06
19670123,25.95,35.83,29.46,566.35,1132.26,632.94
19670124,26.02,36.04,29.69,566.44,1138.42,633.85
19670125,26.09,36.18,29.84,565.47,1141.32,635.77
19670126,25.99,36.12,29.78,562.39,1131.97,632.06
19670127,26.11,36.19,29.95,561.67,1129.31,635.72
19670130,26.32,36.45,30.36,563.4,1133.94,639.5
19670131,26.69,36.73,30.69,565.65,1140.01,643.46
19670201,26.67,36.78,30.7,565.3,1139.89,641.82
19670202,26.7,36.8,30.8,563.55,1135.75,642.96
19670203,26.9,36.96,30.94,566.26,1138.08,646.55
19670206,27.25,37.39,31.2,570.06,1143.92,653.59
19670207,27.27,37.33,31.23,567.95,1141.51,652.75
19670208,27.28,37.3,31.25,565.51,1139.63,651.84
19670209,27.6,37.67,31.59,568.88,1150.49,657.89
19670210,27.42,37.49,31.3,566.39,1145.88,656.01
19670213,27.54,37.72,31.55,566.58,1146.69,659.43
19670214,27.65,38.01,31.76,567.04,1150.31,656.71
19670215,27.8,38.33,32.12,570.27,1158.99,661.37
19670216,27.78,38.38,32.05,570,1161.47,660.57
19670217,27.78,38.27,31.92,568.39,1158.13,655
19670220,27.79,38.31,31.9,568.09,1159.3,654.57
19670221,27.68,38.09,31.79,564.54,1153.68,650.54
19670223,27.78,38.21,31.9,563.33,1153.94,650.59
19670224,27.87,38.18,31.92,563.76,1154.93,652.21
19670227,27.93,38.17,31.94,562.51,1153.48,654.65
19670228,27.54,37.63,31.38,556.46,1141.77,647.29
19670301,27.68,37.68,31.65,555.58,1146.76,652.26
19670302,27.93,38.11,32.03,558.31,1160.54,658.45
19670303,28.03,38.28,32.28,560.62,1166.18,663.4
19670306,28.14,38.44,32.45,561.85,1166.36,665.98
19670307,28.16,38.52,32.47,560.78,1164.12,665.37
19670308,28.17,38.63,32.7,560.76,1164,667.86
19670309,28.33,38.75,32.83,560.44,1164.46,671.07
19670310,28.65,38.95,32.99,560.01,1168.04,674.11
19670313,28.7,39.13,33.16,560.6,1173.78,675.67
19670314,28.63,39.01,32.89,559.24,1166.98,672.93
19670315,28.68,39.01,32.83,558.21,1163.75,676.15
19670316,28.91,39.29,33.06,561.59,1174.78,684.11
19670317,29.06,39.54,33.2,566.51,1187.65,689.36
19670320,29.03,39.73,33.3,568.69,1188.17,690.14
19670321,29.05,39.86,33.39,568.69,1187.55,690.62
19670322,28.95,39.72,33.24,567.91,1185.16,688.34
19670323,29.09,39.88,33.48,570.92,1187.47,691.64
19670327,29.2,40.06,33.64,576.12,1196.31,695.93
19670328,29.15,40.09,33.68,575.39,1195.96,696.47
19670329,29.13,40.07,33.74,577.73,1195.11,697.57
